datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2024-09-18 01:45:00,inlet_2296,2296,2297,12.666667,12.666667,12.666667
2024-09-18 01:45:00,inlet_2005,2005,"2301, 2332",6.675757854545455,6.675757854545455,6.675757854545455
2024-09-18 01:45:00,wastemeter_2303,Outside of BWFL,2303,0.16666667,0.16666667,0.16666667
2024-09-18 01:45:00,wastemeter_8315,2296,8315,0.18888889,0.18888889,0.18888889
2024-09-18 01:45:00,wastemeter_2302,2005,2302,0.022222223,0.022222223,0.022222223
2024-09-18 01:45:00,wastemeter_2308,2005_2296,"2293, 2302",0.0819047605571428,0.0819047605571428,0.0819047605571428
2024-09-18 01:45:00,wastemeter_2307,2005_2296,"2304, 2301",,,
2024-09-18 01:45:00,wastemeter_2293,2296,2293,5.488889,5.488889,5.488889
2024-09-18 01:45:00,wastemeter_2332,2005,2332,1.1777778,1.1777778,1.1777778
2024-09-18 01:45:00,Lodge Causeway PRV,2005,2302,0.0,0.040266667,0.121
2024-09-18 01:45:00,wastemeter_2294,2296,2294,,,
2024-09-18 01:45:00,wastemeter_2304,2296,2304,2.378678762162162,2.378678762162162,2.378678762162162
2024-09-18 01:45:00,wastemeter_2287,2296,2287,0.3620370497222223,0.3620370497222223,0.3620370497222223
2024-09-18 01:45:00,wastemeter_2297,2296,2297,,,
2024-09-18 01:45:00,wastemeter_2301,2005,2301,0.6888889,0.6888889,0.6888889
2024-09-18 02:00:00,Stoke Lane PRV,2296,2297,5.3967633,7.6307826,10.716559
2024-09-18 02:00:00,Woodland Way PRV,2005,"2301, 2332",4.2194050325,6.5926325031249995,9.043729953125002
2024-09-18 02:00:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.5740142,-2.4166985,-1.3196577
2024-09-18 02:00:00,New Station Way DBV,2005_2296,"2304, 2301",-0.4838261,0.002338219,0.53681487
2024-09-18 02:00:00,inlet_2296,2296,2297,12.666667,12.666667,12.666667
2024-09-18 02:00:00,inlet_2005,2005,"2301, 2332",6.703226032258065,6.703226032258065,6.703226032258065
2024-09-18 02:00:00,wastemeter_2303,Outside of BWFL,2303,0.15555556,0.15555556,0.15555556
2024-09-18 02:00:00,wastemeter_8315,2296,8315,0.16666667,0.16666667,0.16666667
2024-09-18 02:00:00,wastemeter_2302,2005,2302,0.011111111,0.011111111,0.011111111
2024-09-18 02:00:00,wastemeter_2308,2005_2296,"2293, 2302",0.08768518455,0.08768518455,0.08768518455
2024-09-18 02:00:00,wastemeter_2307,2005_2296,"2304, 2301",,,
2024-09-18 02:00:00,wastemeter_2293,2296,2293,5.2555556,5.2555556,5.2555556
2024-09-18 02:00:00,wastemeter_2332,2005,2332,1.1777778,1.1777778,1.1777778
2024-09-18 02:00:00,Lodge Causeway PRV,2005,2302,1.4351111111111108,1.9073982314814817,2.501185185185185
2024-09-18 02:00:00,wastemeter_2294,2296,2294,,,
2024-09-18 02:00:00,wastemeter_2304,2296,2304,2.2993994945945944,2.2993994945945944,2.2993994945945944
2024-09-18 02:00:00,wastemeter_2287,2296,2287,0.3384384494594594,0.3384384494594594,0.3384384494594594
2024-09-18 02:00:00,wastemeter_2297,2296,2297,,,
2024-09-18 02:00:00,wastemeter_2301,2005,2301,0.6888889,0.6888889,0.6888889
2024-09-18 02:15:00,Stoke Lane PRV,2296,2297,5.2068715,7.3975534,9.962662
